property_id,property_name,area,project,bedrooms,size_sqft,current_price_aed,dld_rental_area,unit_status,calc_version_rent,calc_version_yield,selected_rental_tier,comparable_count,projects_in_pool,annual_rent_estimate_aed,annual_rent_p25_aed,annual_rent_p75_aed,evidence_quality,investor_label,warnings,gross_rental_yield_pct,gross_yield_p25_pct,gross_yield_p75_pct
5961,Vera Residences,Business Bay,Vera Residences,2,908.0,1700000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3163,85,86400.0,76800.0,105600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.08,4.52,6.21
7727,Oakley Square Residences,Jumeirah village circle,Oakley Square Residences,0,507.0,840000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,23,1,60480.0,53330.0,64320.0,STRONGER,Estimated Project Rent,,7.2,6.35,7.66
3440,Royal Bay,Palm Jumeirah,Royal Bay,1,791.0,2000000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,101,8,115200.0,96000.0,132923.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.76,4.8,6.65
1976,Uniestate Prime Tower,Jumeirah village circle,Uniestate Prime Tower,0,451.0,620000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R1,10,1,40320.0,40320.0,45120.0,STRONGEST,Estimated Project Rent (Exact Bedroom Match),,6.5,6.5,7.28
1824,48 Parkside,Arjan,48 Parkside,1,748.0,1102050.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,18,1,76800.0,72313.0,81600.0,STRONGER,Estimated Project Rent,,6.97,6.56,7.4
2645,The Atria,Business Bay,The Atria,2,1262.0,2821460.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,46,1,124800.0,115200.0,134400.0,STRONGER,Estimated Project Rent,,4.42,4.08,4.76
87,Binghatti Amber,Jumeirah village circle,Binghatti Amber,2,1268.0,1600000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,19,1,110400.0,96000.0,120000.0,STRONGER,Estimated Project Rent,,6.9,6.0,7.5
3160,Marquise Square,Business Bay,Marquise Square,0,517.0,1225000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,64,23,57600.0,48000.0,69120.0,STRONG,Estimated Area Rent (Bedroom Match),,4.7,3.92,5.64
8262,Binghatti Orchid,Jumeirah village circle,Binghatti Orchid,2,1251.0,1700000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,38,1,110400.0,105600.0,120000.0,STRONGER,Estimated Project Rent,,6.49,6.21,7.06
4872,Binghatti Canal,Business Bay,Binghatti Canal,1,717.0,1650000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,32,1,105600.0,91200.0,115200.0,STRONGER,Estimated Project Rent,,6.4,5.53,6.98
5193,Serenity Lakes 2,Jumeirah village circle,Serenity Lakes 2,0,402.0,540000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,118,36,43200.0,38400.0,46080.0,STRONG,Estimated Area Rent (Bedroom Match),,8.0,7.11,8.53
7780,The Residence by Prestige One,Jumeirah village circle,The Residence by Prestige One,0,467.0,725000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,7,1,46080.0,44308.0,49920.0,STRONGER,Estimated Project Rent,,6.36,6.11,6.89
107,Binghatti Lavender,Jumeirah village circle,Binghatti Lavender,1,739.0,1100000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,40,1,72000.0,67200.0,76800.0,STRONGER,Estimated Project Rent,,6.55,6.11,6.98
914,Laya Mansion,Jumeirah village circle,Laya Mansion,0,371.0,580000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,40,1,43200.0,38400.0,50880.0,STRONGER,Estimated Project Rent,,7.45,6.62,8.77
6630,The Autograph Residences,Jumeirah village circle,The Autograph Residences,1,793.0,1500000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,5104,212,63360.0,57600.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.22,3.84,4.8
800,Azizi Amber,Al Furjan,Azizi Amber,1,599.0,1420000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,8,1,64320.0,57600.0,67200.0,STRONGER,Estimated Project Rent,,4.53,4.06,4.73
7669,Pantheon Elysee III,Jumeirah village circle,Pantheon Elysee III,0,406.0,625000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,124,36,43200.0,38400.0,46080.0,STRONG,Estimated Area Rent (Bedroom Match),,6.91,6.14,7.37
5582,Marquise Square,Business Bay,Marquise Square,2,1658.0,2900000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2669,74,129600.0,108275.0,151200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.47,3.73,5.21
414,Binghatti Tulip,Jumeirah village circle,Binghatti Tulip,1,612.0,1020000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,37,1,65105.0,62400.0,67200.0,STRONGER,Estimated Project Rent,,6.38,6.12,6.59
2184,Grand Bleu Tower 1,EMAAR Beachfront,Grand Bleu Tower 1,2,1768.0,6500000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3094,61,144000.0,120000.0,172800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.22,1.85,2.66
5579,Creek Rise Tower 1,Dubai Creek Harbour,Creek Rise Tower 1,1,825.0,2000000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,5468,31,91198.0,81600.0,105598.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.56,4.08,5.28
6401,Divine Elements,Dubai South,Divine Elements,0,359.0,663000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,50,6,38400.0,34560.0,41280.0,STRONG,Estimated Area Rent (Bedroom Match),,5.79,5.21,6.23
4461,Eleganz,Jumeirah village circle,Eleganz,2,1627.0,2767000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1038,149,98400.0,78720.0,115200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.56,2.84,4.16
2313,Binghatti Gardenia,Jumeirah village circle,Binghatti Gardenia,1,643.0,1100000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,53,1,67200.0,62400.0,71040.0,STRONGER,Estimated Project Rent,,6.11,5.67,6.46
5683,Urban Oasis by Missoni,Business Bay,Urban Oasis by Missoni,1,635.0,1500000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2335,73,72000.0,62400.0,86400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.8,4.16,5.76
3522,The Atria,Business Bay,The Atria,1,795.0,1820770.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,27,1,86400.0,80640.0,96000.0,STRONGER,Estimated Project Rent,,4.75,4.43,5.27
3451,Binghatti Onyx,Jumeirah village circle,Binghatti Onyx,1,692.0,1100000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,146,1,72000.0,67200.0,75840.0,STRONGER,Estimated Project Rent,,6.55,6.11,6.89
4817,Binghatti House,Jumeirah village circle,Binghatti House,1,647.0,1000000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,63,1,67200.0,62400.0,72000.0,STRONGER,Estimated Project Rent,,6.72,6.24,7.2
5801,Empire Residences,Jumeirah village circle,Empire Residences,0,375.0,690000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,88,25,43200.0,38400.0,46080.0,STRONG,Estimated Area Rent (Bedroom Match),,6.26,5.57,6.68
3265,DAMAC Majestine,Business Bay,DAMAC Majestine,0,478.0,950000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,65,24,57600.0,48000.0,69120.0,STRONG,Estimated Area Rent (Bedroom Match),,6.06,5.05,7.28
8028,Evelyn on the Park,Town Square Dubai,Evelyn on the Park,1,765.0,1329888.0,Wadi Al Safa 3,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1062,22,52800.0,45868.0,62400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.97,3.45,4.69
5303,Serenity Lakes 5,Jumeirah village circle,Serenity Lakes 5,0,481.0,650000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,27,1,46080.0,43200.0,50112.0,STRONGER,Estimated Project Rent,,7.09,6.65,7.71
8120,Laya Mansion,Jumeirah village circle,Laya Mansion,1,940.0,925000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,18,1,72576.0,67200.0,76800.0,STRONGER,Estimated Project Rent,,7.85,7.26,8.3
5528,Creek Rise Tower 1,Dubai Creek Harbour,Creek Rise Tower 1,3,1664.0,3700000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1823,31,172800.0,155520.0,196800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.67,4.2,5.32
7449,Creek Rise Tower 1,Dubai Creek Harbour,Creek Rise Tower 1,2,1108.0,2800000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3914,31,124800.0,110400.0,142137.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.46,3.94,5.08
6056,Imperial Avenue,Downtown Dubai,Imperial Avenue,3,2049.0,6300000.0,Burj Khalifa,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,27,1,278400.0,264000.0,297600.0,STRONGER,Estimated Project Rent,,4.42,4.19,4.72
1656,AG Tower,Business Bay,AG Tower,0,443.0,987000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,58,1,57600.0,52800.0,65280.0,STRONGER,Estimated Project Rent,,5.84,5.35,6.61
7378,Urban Oasis by Missoni,Business Bay,Urban Oasis by Missoni,2,904.0,2900000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3204,85,86400.0,76800.0,105600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.98,2.65,3.64
7918,The Residence by Prestige One,Jumeirah village circle,The Residence by Prestige One,2,1322.0,1990000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,6,1,118080.0,115200.0,121920.0,STRONGER,Estimated Project Rent,,5.93,5.79,6.13
5431,Pantheon Elysee II,Jumeirah village circle,Pantheon Elysee II,0,393.0,700000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,105,31,43200.0,38400.0,47232.0,STRONG,Estimated Area Rent (Bedroom Match),,6.17,5.49,6.75
1118,Binghatti House,Jumeirah village circle,Binghatti House,2,1105.0,1800000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,19,1,110880.0,100800.0,134015.0,STRONGER,Estimated Project Rent,,6.16,5.6,7.45
2620,Avanti Tower,Business Bay,Avanti Tower,1,950.0,1516000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,16,1,81600.0,72000.0,88320.0,STRONGER,Estimated Project Rent,,5.38,4.75,5.83
2965,Binghatti Onyx,Jumeirah village circle,Binghatti Onyx,2,1550.0,2500000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,51,1,129600.0,115200.0,140160.0,STRONGER,Estimated Project Rent,,5.18,4.61,5.61
3766,Imperial Avenue,Downtown Dubai,Imperial Avenue,1,859.0,2500000.0,Burj Khalifa,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,23,1,120000.0,105600.0,134400.0,STRONGER,Estimated Project Rent,,4.8,4.22,5.38
6032,Luma22,Jumeirah village circle,Luma22,1,1036.0,1350000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,39,1,83520.0,78720.0,87360.0,STRONGER,Estimated Project Rent,,6.19,5.83,6.47
1227,Sunrise Bay,EMAAR Beachfront,Sunrise Bay,2,1394.0,4290000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,42,1,177600.0,153600.0,201600.0,STRONGER,Estimated Project Rent,,4.14,3.58,4.7
6113,Bayshore at Creek Beach,Dubai Creek Harbour,Bayshore at Creek Beach,1,906.0,2000000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,5972,31,100800.0,86400.0,120000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.04,4.32,6.0
5860,LIV Residence,Dubai Marina,LIV Residence,2,1767.0,4900000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,10,1,182400.0,168000.0,192000.0,STRONGER,Estimated Project Rent,,3.72,3.43,3.92
2951,Binghatti Orchid,Jumeirah village circle,Binghatti Orchid,1,777.0,1060000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,63,1,71040.0,65280.0,74880.0,STRONGER,Estimated Project Rent,,6.7,6.16,7.06
2265,Binghatti Amber,Jumeirah village circle,Binghatti Amber,1,989.0,1300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,41,1,72000.0,67200.0,81600.0,STRONGER,Estimated Project Rent,,5.54,5.17,6.28
7137,Binghatti Galaxy,Jumeirah village circle,Binghatti Galaxy,1,871.0,1687500.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,19,1,76800.0,69120.0,84480.0,STRONGER,Estimated Project Rent,,4.55,4.1,5.01
5156,Binghatti Canal,Business Bay,Binghatti Canal,2,1283.0,3150000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,14,1,158400.0,134400.0,163200.0,STRONGER,Estimated Project Rent,,5.03,4.27,5.18
3167,Binghatti Dusk,Jumeirah village circle,Binghatti Dusk,1,899.0,1300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4953,210,67200.0,57600.0,74880.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.17,4.43,5.76
3599,Pantheon Elysee II,Jumeirah village circle,Pantheon Elysee II,1,753.0,1150000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4843,209,62400.0,56448.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.43,4.91,6.26
655,Pantheon Elysee III,Jumeirah village circle,Pantheon Elysee III,1,666.0,1200000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3813,198,60480.0,52800.0,67200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.04,4.4,5.6
6176,Catch Residence by IGO,Jumeirah village circle,Catch Residence by IGO,1,905.0,1500000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4853,210,67200.0,57600.0,74880.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.48,3.84,4.99
3901,Trillionaire Residences,Business Bay,Trillionaire Residences,0,549.0,1900000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,65,23,61701.0,48000.0,71040.0,STRONG,Estimated Area Rent (Bedroom Match),,3.25,2.53,3.74
2252,Imperial Avenue,Downtown Dubai,Imperial Avenue,2,1458.0,5100000.0,Burj Khalifa,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,33,1,182400.0,165600.0,201600.0,STRONGER,Estimated Project Rent,,3.58,3.25,3.95
3533,Aykon City Tower,Business Bay,Aykon City Tower,0,413.0,1041600.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,41,22,55680.0,48000.0,64800.0,STRONG,Estimated Area Rent (Bedroom Match),,5.35,4.61,6.22
7292,Aykon City Tower,Business Bay,Aykon City Tower,1,646.0,1624350.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2449,77,75200.0,64320.0,90720.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.63,3.96,5.59
1113,Binghatti Gardenia,Jumeirah village circle,Binghatti Gardenia,2,3008.0,2530000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,91,18,134400.0,102720.0,144000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.31,4.06,5.69
8019,DAMAC Majestine,Business Bay,DAMAC Majestine,1,1578.0,2477000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2694,75,126720.0,106634.0,145920.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.12,4.3,5.89
7841,Uniestate Prime Tower,Jumeirah village circle,Uniestate Prime Tower,1,1890.0,1908900.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,542,110,105600.0,86400.0,124800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.53,4.53,6.54
6904,creek edge,Dubai Creek Harbour,creek edge,1,689.0,931000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,85,1,86400.0,82656.0,96000.0,STRONGER,Estimated Project Rent,,9.28,8.88,10.31
3668,Nobles Tower,Business Bay,Nobles Tower,1,847.0,2702660.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3448,86,86400.0,74880.0,103679.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.2,2.77,3.84
7061,azizi mina,Palm Jumeirah,azizi mina,2,1522.0,4500000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1081,18,172800.0,148800.0,200376.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.84,3.31,4.45
392,Marriott Residences,Business Bay,Marriott Residences,1,732.0,2576780.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2884,84,81600.0,70560.0,98880.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.17,2.74,3.84
3190,azizi mina,Palm Jumeirah,azizi mina,1,1173.0,3667000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,570,14,144000.0,124800.0,168000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.93,3.4,4.58
7930,Muraba Residences,Palm Jumeirah,Muraba Residences,2,1965.0,7826920.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1268,21,201961.0,172800.0,249600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.58,2.21,3.19
7266,Ahad Residences,Business Bay,Ahad Residences,1,894.0,1800000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,65,1,110400.0,105600.0,120000.0,STRONGER,Estimated Project Rent,,6.13,5.87,6.67
1074,Ahad Residences,Business Bay,Ahad Residences,0,453.0,1250000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,22,1,76800.0,72000.0,90720.0,STRONGER,Estimated Project Rent,,6.14,5.76,7.26
6954,Terraces Marasi Drive,Business Bay,Terraces Marasi Drive,1,,2000000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,No DLD rental area or size,,,
6473,Empire Residences,Jumeirah village circle,Empire Residences,1,701.0,950000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4339,206,62400.0,54720.0,70080.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,6.57,5.76,7.38
2378,7 Park Central By Meteora,Jumeirah village circle,7 Park Central By Meteora,1,768.0,985000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4956,212,63280.0,56496.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,6.42,5.74,7.31
6690,Samana Hills,Arjan,Samana Hills,1,585.0,849501.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,30,1,65280.0,59520.0,69120.0,STRONGER,Estimated Project Rent,,7.68,7.01,8.14
3194,Sunrise Bay,EMAAR Beachfront,Sunrise Bay,3,1925.0,6800000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,336000.0,336000.0,336000.0,STRONGER,Estimated Project Rent,,4.94,4.94,4.94
3276,La Residenza,Jumeirah village circle,La Residenza,2,1126.0,1428000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,100243.0,89280.0,105600.0,STRONGER,Estimated Project Rent,,7.02,6.25,7.39
1208,Marquise Square,Business Bay,Marquise Square,1,1064.0,2100000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3303,87,96000.0,80777.0,115200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.57,3.85,5.49
7157,The Atria,Business Bay,The Atria,3,2004.0,4180000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,32,1,134400.0,120000.0,153470.0,STRONGER,Estimated Project Rent,,3.22,2.87,3.67
6316,Me Do Re,Jumeirah Lake Towers,Me Do Re,3,2233.0,5500000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,422,24,153600.0,126720.0,175200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.79,2.3,3.19
5216,Oxford Terraces 2,Jumeirah village circle,Oxford Terraces 2,2,1150.0,1850000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,124800.0,105600.0,144000.0,STRONGER,Estimated Project Rent,,6.75,5.71,7.78
