property_id,unit_status,area,project,bedrooms,size_sqft,price_aed,dld_rental_area,R1_comparables,R1_estimate,R1_method,R2_comparables,R2_estimate,R2_method,R3_comparables,R3_estimate,R3_method,R4_comparables,R4_estimate,R4_method,selected_tier,annual_market_rent_estimate,comparable_count,estimation_method,evidence_level,gross_rental_yield,warnings
3440,ready,Palm Jumeirah,royal bay,1,791.0,2000000.0,Palm Jumeirah,0.0,,,4,,,0.0,,,101,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,115200.0,101,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.76,
1976,ready,Jumeirah village circle,uniestate prime tower,,451.0,620000.0,Al Barsha South Fourth,,,,17,41169.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2537,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,41169.0,17,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.64,
1824,ready,Arjan,48 parkside,1,748.0,1102050.0,Al Barshaa South Third,0.0,,,18,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2785,61544.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,76800.0,18,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.97,
2645,ready,Business Bay,the atria,2,1262.0,2821460.0,Business Bay,0.0,,,46,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3089,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,124800.0,46,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.42,
87,ready,Jumeirah village circle,binghatti amber,2,1268.0,1600000.0,Al Barsha South Fourth,0.0,,,19,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2073,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,110400.0,19,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.9,
3160,ready,Business Bay,marquise square,,517.0,1225000.0,Business Bay,,,,0,,,,,,2882,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,2882,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.09,
8262,ready,Jumeirah village circle,binghatti orchid,2,1251.0,1700000.0,Al Barsha South Fourth,0.0,,,38,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2162,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,110400.0,38,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.49,
4872,ready,Business Bay,binghatti canal,1,717.0,1650000.0,Business Bay,0.0,,,32,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2874,79680.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,105600.0,32,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.4,
5193,ready,Jumeirah village circle,serenity lakes 2,,402.0,540000.0,Al Barsha South Fourth,,,,0,,,,,,2119,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2119,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,8.0,
7780,ready,Jumeirah village circle,the residence by prestige one,,467.0,725000.0,Al Barsha South Fourth,,,,7,46080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2535,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,46080.0,7,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.36,
107,ready,Jumeirah village circle,binghatti lavender,1,739.0,1100000.0,Al Barsha South Fourth,0.0,,,40,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4693,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,40,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.55,
914,ready,Jumeirah village circle,laya mansion,,371.0,580000.0,Al Barsha South Fourth,,,,40,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,1733,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,43200.0,40,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.45,
6630,ready,Jumeirah village circle,the autograph residences,1,793.0,1500000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,5104,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,63360.0,5104,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.22,
800,ready,Al Furjan,azizi amber,1,599.0,1420000.0,Jabal Ali First,0.0,,,8,64320.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3335,41280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,64320.0,8,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,4.53,
7669,ready,Jumeirah village circle,pantheon elysee iii,,406.0,625000.0,Al Barsha South Fourth,,,,0,,,,,,2171,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2171,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.91,
5582,ready,Business Bay,marquise square,2,1658.0,2900000.0,Business Bay,0.0,,,0,,,0.0,,,2669,129600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,129600.0,2669,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.47,
414,ready,Jumeirah village circle,binghatti tulip,1,612.0,1020000.0,Al Barsha South Fourth,0.0,,,37,65105.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3161,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,65105.0,37,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.38,
2184,ready,EMAAR Beachfront,grand bleu tower 1,2,1768.0,6500000.0,Marsa Dubai,0.0,,,0,,,0.0,,,3094,144000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,144000.0,3094,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.22,
5579,ready,Dubai Creek Harbour,creek rise tower 1,1,825.0,2000000.0,Al Khairan First,0.0,,,0,,,0.0,,,5468,91198.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,91198.0,5468,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.56,
6401,ready,Dubai South,divine elements,,359.0,663000.0,Madinat Al Mataar,,,,0,,,,,,968,38400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,38400.0,968,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.79,
4461,ready,Jumeirah village circle,eleganz,2,1627.0,2767000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,1038,98400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,98400.0,1038,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.56,
2313,ready,Jumeirah village circle,binghatti gardenia,1,643.0,1100000.0,Al Barsha South Fourth,0.0,,,53,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3527,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,67200.0,53,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.11,
5683,ready,Business Bay,urban oasis by missoni,1,635.0,1500000.0,Business Bay,0.0,,,0,,,0.0,,,2335,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,72000.0,2335,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.8,
3522,ready,Business Bay,the atria,1,795.0,1820770.0,Business Bay,0.0,,,27,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3447,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,27,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.75,
3451,ready,Jumeirah village circle,binghatti onyx,1,692.0,1100000.0,Al Barsha South Fourth,0.0,,,146,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4261,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,146,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.55,
4817,ready,Jumeirah village circle,binghatti house,1,647.0,1000000.0,Al Barsha South Fourth,0.0,,,63,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3632,59520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,67200.0,63,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.72,
5801,ready,Jumeirah village circle,empire residences,,375.0,690000.0,Al Barsha South Fourth,,,,0,,,,,,1781,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,1781,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.26,
3265,ready,Business Bay,damac majestine,,478.0,950000.0,Business Bay,,,,0,,,,,,2622,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,2622,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.57,
8028,ready,Town Square Dubai,evelyn on the park,1,765.0,1329888.0,Wadi Al Safa 3,0.0,,,0,,,0.0,,,1062,52800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,52800.0,1062,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.97,
5303,ready,Jumeirah village circle,serenity lakes 5,,481.0,650000.0,Al Barsha South Fourth,,,,27,46080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2556,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,46080.0,27,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.09,
8120,ready,Jumeirah village circle,laya mansion,1,940.0,925000.0,Al Barsha South Fourth,0.0,,,18,72576.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4706,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72576.0,18,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.85,
5528,ready,Dubai Creek Harbour,creek rise tower 1,3,1664.0,3700000.0,Al Khairan First,0.0,,,0,,,0.0,,,1823,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,172800.0,1823,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.67,
7449,ready,Dubai Creek Harbour,creek rise tower 1,2,1108.0,2800000.0,Al Khairan First,0.0,,,0,,,0.0,,,3914,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,124800.0,3914,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.46,
6056,ready,Downtown Dubai,imperial avenue,3,2049.0,6300000.0,Burj Khalifa,0.0,,,27,278400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1936,259200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,278400.0,27,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.42,
1656,ready,Business Bay,ag tower,,443.0,987000.0,Business Bay,,,,58,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2456,60480.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,57600.0,58,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.84,
7378,ready,Business Bay,urban oasis by missoni,2,904.0,2900000.0,Business Bay,0.0,,,0,,,0.0,,,3204,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,3204,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.98,
7918,ready,Jumeirah village circle,the residence by prestige one,2,1322.0,1990000.0,Al Barsha South Fourth,0.0,,,6,118080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1869,85680.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,118080.0,6,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,5.93,
5431,ready,Jumeirah village circle,pantheon elysee ii,,393.0,700000.0,Al Barsha South Fourth,,,,0,,,,,,2034,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2034,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.17,
1118,ready,Jumeirah village circle,binghatti house,2,1105.0,1800000.0,Al Barsha South Fourth,0.0,,,19,110880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3438,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,110880.0,19,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.16,
2620,ready,Business Bay,avanti tower,1,950.0,1516000.0,Business Bay,0.0,,,16,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3115,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,81600.0,16,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.38,
2965,ready,Jumeirah village circle,binghatti onyx,2,1550.0,2500000.0,Al Barsha South Fourth,0.0,,,51,129600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1226,96000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,129600.0,51,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.18,
3766,ready,Downtown Dubai,imperial avenue,1,859.0,2500000.0,Burj Khalifa,0.0,,,23,120000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3420,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,120000.0,23,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.8,
6032,ready,Jumeirah village circle,luma22,1,1036.0,1350000.0,Al Barsha South Fourth,0.0,,,39,83520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4080,70342.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,83520.0,39,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.19,
1227,ready,EMAAR Beachfront,sunrise bay,2,1394.0,4290000.0,Marsa Dubai,0.0,,,42,177600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3941,127008.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,177600.0,42,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.14,
6113,ready,Dubai Creek Harbour,bayshore at creek beach,1,906.0,2000000.0,Al Khairan First,0.0,,,0,,,0.0,,,5972,100800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,100800.0,5972,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.04,
5860,ready,Dubai Marina,liv residence,2,1767.0,4900000.0,Marsa Dubai,0.0,,,10,182400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3099,144000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,182400.0,10,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,3.72,
2951,ready,Jumeirah village circle,binghatti orchid,1,777.0,1060000.0,Al Barsha South Fourth,0.0,,,63,71040.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,5019,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,71040.0,63,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.7,
2265,ready,Jumeirah village circle,binghatti amber,1,989.0,1300000.0,Al Barsha South Fourth,0.0,,,41,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4378,69120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,41,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.54,
7137,ready,Jumeirah village circle,binghatti galaxy,1,871.0,1687500.0,Al Barsha South Fourth,0.0,,,19,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,5039,66240.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,76800.0,19,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.55,
5156,ready,Business Bay,binghatti canal,2,1283.0,3150000.0,Business Bay,0.0,,,14,158400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2921,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,158400.0,14,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.03,
3167,ready,Jumeirah village circle,binghatti dusk,1,899.0,1300000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4953,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,4953,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.17,
3599,ready,Jumeirah village circle,pantheon elysee ii,1,753.0,1150000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4843,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,4843,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.43,
655,ready,Jumeirah village circle,pantheon elysee iii,1,666.0,1200000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,3813,60480.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,60480.0,3813,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.04,
6176,ready,Jumeirah village circle,catch residence by igo,1,905.0,1500000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4853,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,4853,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.48,
3901,ready,Business Bay,trillionaire residences,,549.0,1900000.0,Business Bay,,,,0,,,,,,3050,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,3050,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.54,
2252,ready,Downtown Dubai,imperial avenue,2,1458.0,5100000.0,Burj Khalifa,0.0,,,33,182400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4724,187200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,182400.0,33,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.58,
3533,ready,Business Bay,aykon city tower,,413.0,1041600.0,Business Bay,,,,0,,,,,,2122,59520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,59520.0,2122,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.71,
7292,ready,Business Bay,aykon city tower,1,646.0,1624350.0,Business Bay,0.0,,,0,,,0.0,,,2449,75200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,75200.0,2449,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.63,
1113,ready,Jumeirah village circle,binghatti gardenia,2,3008.0,2530000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,91,134400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,134400.0,91,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.31,
8019,ready,Business Bay,damac majestine,1,1578.0,2477000.0,Business Bay,0.0,,,0,,,0.0,,,2694,126720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,126720.0,2694,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.12,
7841,ready,Jumeirah village circle,uniestate prime tower,1,1890.0,1908900.0,Al Barsha South Fourth,0.0,,,1,,,0.0,,,542,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,105600.0,542,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.53,
6904,ready,Dubai Creek Harbour,creek edge,1,689.0,931000.0,Al Khairan First,0.0,,,85,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4309,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,85,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,9.28,
3668,ready,Business Bay,nobles tower,1,847.0,2702660.0,Business Bay,0.0,,,0,,,0.0,,,3448,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,3448,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.2,
7061,ready,Palm Jumeirah,azizi mina,2,1522.0,4500000.0,Palm Jumeirah,0.0,,,0,,,0.0,,,1081,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,172800.0,1081,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.84,
392,ready,Business Bay,marriott residences,1,732.0,2576780.0,Business Bay,0.0,,,0,,,0.0,,,2884,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,81600.0,2884,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.17,
3190,ready,Palm Jumeirah,azizi mina,1,1173.0,3667000.0,Palm Jumeirah,0.0,,,0,,,0.0,,,570,144000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,144000.0,570,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.93,
7930,ready,Palm Jumeirah,muraba residences,2,1965.0,7826920.0,Palm Jumeirah,0.0,,,0,,,0.0,,,1268,201961.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,201961.0,1268,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.58,
7266,ready,Business Bay,ahad residences,1,894.0,1800000.0,Business Bay,0.0,,,65,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3158,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,110400.0,65,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.13,
1074,ready,Business Bay,ahad residences,,453.0,1250000.0,Business Bay,,,,22,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2525,61440.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,76800.0,22,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.14,
6954,ready,Business Bay,terraces marasi drive,1,,2000000.0,Business Bay,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
6473,ready,Jumeirah village circle,empire residences,1,701.0,950000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4339,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,4339,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.57,
2378,ready,Jumeirah village circle,7 park central by meteora,1,768.0,985000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4956,63280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,63280.0,4956,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.42,
6690,ready,Arjan,samana hills,1,585.0,849501.0,Al Barshaa South Third,0.0,,,30,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2047,47179.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,65280.0,30,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.68,
3194,ready,EMAAR Beachfront,sunrise bay,3,1925.0,6800000.0,Marsa Dubai,0.0,,,11,336000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2269,153600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,336000.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,4.94,
3276,ready,Jumeirah village circle,la residenza,2,1126.0,1428000.0,Al Barsha South Fourth,0.0,,,11,100243.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3134,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,100243.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.02,
1208,ready,Business Bay,marquise square,1,1064.0,2100000.0,Business Bay,0.0,,,0,,,0.0,,,3303,96000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,96000.0,3303,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.57,
7157,ready,Business Bay,the atria,3,2004.0,4180000.0,Business Bay,0.0,,,32,134400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1539,144000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,134400.0,32,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.22,
6316,ready,Jumeirah Lake Towers,me do re,3,2233.0,5500000.0,Al Thanyah Fifth,0.0,,,2,,,0.0,,,422,153600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,153600.0,422,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.79,
5216,ready,Jumeirah village circle,oxford terraces 2,2,1150.0,1850000.0,Al Barsha South Fourth,0.0,,,9,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2824,74880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,124800.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.75,
